"","project.ref","id","text","percentage","encodedText"
"12359","EP/F036965/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12360","EP/T031220/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12361","EP/T031220/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",70,"Chemical+synthesis"
"12362","EP/E502814/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",90,"Info.+%26+commun.+Technol."
"12363","EP/E502814/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",10,"Materials+sciences"
"12364","EP/T017899/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12365","EP/J010901/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12366","EP/D041821/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",100,"Environmental+Engineering"
"12367","EP/G050724/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12368","EP/P018211/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",30,"Bioengineering"
"12369","EP/P018211/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",30,"Environmental+Engineering"
"12370","EP/P018211/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",40,"Process+engineering"
"12371","EP/P018211/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12372","EP/N033558/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",100,"Chemical+measurement"
"12373","EP/V048767/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12374","EP/M010996/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",100,"Plasma+physics"
"12375","EP/H02848X/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",50,"Mechanical+Engineering"
"12376","EP/H02848X/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",20,"Medical+%26+health+interface"
"12377","EP/H02848X/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"12378","EP/T03324X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12379","EP/P032427/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",70,"Civil+eng.+%26+built+environment"
"12380","EP/P032427/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12381","EP/E065449/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"12382","EP/J004898/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12383","EP/F001428/2","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12384","EP/D053749/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12385","EP/G042365/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12386","EP/D030269/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12387","EP/D030269/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"12388","EP/K04057X/2","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12389","EP/R020140/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",25,"Materials+Processing"
"12390","EP/R020140/1","C9A78518-54CF-4145-A680-F2BDCFB3913B","Pollution, waste & resources",50,"Pollution%2C+waste+%26+resources"
"12391","EP/D039924/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12392","EP/I031642/2","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",80,"Chemical+synthesis"
"12393","EP/I031642/2","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",20,"Systems+engineering"
"12394","EP/F047770/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"12395","EP/F047770/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"12396","EP/F047770/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"12397","EP/F008325/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"12398","EP/F008325/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",75,"Chemical+synthesis"
"12399","EP/F030177/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",100,"Environmental+Engineering"
"12400","EP/H034269/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",10,"Catalysis+%26+surfaces"
"12401","EP/H034269/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",40,"Chem.+React.+Dyn.+%26+mechanisms"
"12402","EP/H034269/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12403","EP/D052769/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12404","EP/E035078/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12405","EP/I014969/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",90,"Mathematical+sciences"
"12406","EP/I014969/1","9C124926-5968-486F-9B51-CCEB6C4E9650","Particle physics - theory",10,"Particle+physics+-+theory"
"12407","EP/E025250/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",50,"Electrical+Engineering"
"12408","EP/E025250/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",50,"Systems+engineering"
"12409","EP/S020799/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",33,"Biomolecules+%26+biochemistry"
"12410","EP/S020799/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",67,"Chemical+synthesis"
"12411","EP/I014454/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12412","EP/N015525/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12413","EP/N510129/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12414","EP/N510129/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"12415","EP/S015310/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",70,"Chemical+synthesis"
"12416","EP/S015310/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"12417","EP/V02972X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",10,"Energy"
"12418","EP/V02972X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"12419","EP/V02972X/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"12420","EP/N509942/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",25,"Energy"
"12421","EP/N509942/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",50,"Manufacturing"
"12422","EP/N509942/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",25,"Materials+Processing"
"12423","EP/H045430/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"12424","EP/H045430/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",75,"Mechanical+Engineering"
"12425","EP/M025802/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12426","EP/D076625/2","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12427","EP/F056974/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12428","EP/V047612/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"12429","EP/D008689/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12430","EP/S00159X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12431","EP/F047991/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12432","EP/F047991/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",30,"Process+engineering"
"12433","EP/F047991/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",40,"Tools%2C+technologies+%26+methods"
"12434","EP/D079322/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"12435","EP/D079322/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",50,"Systems+engineering"
"12436","EP/M029042/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12437","EP/J006246/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12438","EP/V012010/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12439","EP/S029486/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12440","EP/P006248/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",80,"Mechanical+Engineering"
"12441","EP/P006248/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",20,"Systems+engineering"
"12442","EP/M023109/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",40,"Civil+eng.+%26+built+environment"
"12443","EP/M023109/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",30,"Materials+Processing"
"12444","EP/M023109/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"12445","EP/N026586/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",80,"Chemical+synthesis"
"12446","EP/F028741/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12447","EP/F023227/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12448","EP/J011908/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12449","EP/M02315X/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",5,"Civil+eng.+%26+built+environment"
"12450","EP/M02315X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",85,"Info.+%26+commun.+Technol."
"12451","EP/M02315X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",5,"Mathematical+sciences"
"12452","EP/M02315X/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",5,"Systems+engineering"
"12453","EP/S017259/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",70,"Energy"
"12454","EP/S017259/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",30,"Mechanical+Engineering"
"12455","EP/F001959/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",60,"Medical+%26+health+interface"
"12456","EP/F001959/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",40,"Systems+engineering"
"12457","EP/R044929/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12458","EP/E009832/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",70,"Medical+%26+health+interface"
"12459","EP/E009832/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"12460","EP/I000143/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",30,"Energy"
"12461","EP/I000143/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",40,"Info.+%26+commun.+Technol."
"12462","EP/I000143/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",30,"Management+%26+Business+Studies"
"12463","EP/E054668/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12464","EP/E054668/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",25,"Materials+Processing"
"12465","EP/E054668/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"12466","EP/F036914/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",50,"Materials+Processing"
"12467","EP/F036914/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12468","EP/L001748/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",50,"Materials+Processing"
"12469","EP/L001748/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12470","EP/F037082/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",100,"Catalysis+%26+surfaces"
"12471","EP/F061439/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",80,"Energy"
"12472","EP/F061439/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",20,"Process+engineering"
"12473","EP/D075327/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",50,"Bioengineering"
"12474","EP/D075327/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"12475","EP/F013787/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",15,"Catalysis+%26+surfaces"
"12476","EP/F013787/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",85,"Materials+sciences"
"12477","EP/R009902/1","608431EA-925E-44D8-A1E2-8C24B4768085","Design",25,"Design"
"12478","EP/R009902/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",25,"Mechanical+Engineering"
"12479","EP/R009902/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",25,"Process+engineering"
"12480","EP/P034241/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",25,"Energy"
"12481","EP/R007160/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"12482","EP/R007160/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",80,"Mechanical+Engineering"
"12483","EP/E000398/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",90,"Management+%26+Business+Studies"
"12484","EP/E000398/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",10,"Mathematical+sciences"
"12485","EP/M024652/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12486","EP/D07410X/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12487","EP/D07410X/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",20,"Chemical+measurement"
"12488","EP/D07410X/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"12489","EP/R034575/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",85,"Civil+eng.+%26+built+environment"
"12490","EP/R034575/1","6BF947B0-8E6E-48DB-AB68-7130938F2DF2","Instrument. sensor & detectors",15,"Instrument.+sensor+%26+detectors"
"12491","EP/L005719/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12492","EP/J00894X/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"12493","EP/H016252/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12494","EP/G065373/2","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12495","EP/E031722/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",40,"Catalysis+%26+surfaces"
"12496","EP/E031722/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",60,"Chemical+synthesis"
"12497","EP/H051899/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12498","EP/M002500/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",30,"Materials+Processing"
"12499","EP/M002500/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",70,"Materials+sciences"
"12500","EP/K014072/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12501","EP/K014072/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",50,"Manufacturing"
"12502","EP/G065640/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12503","EP/E001645/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12504","EP/V043463/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12505","EP/P510294/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12506","EP/D049229/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12507","EP/T026375/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12508","EP/K031732/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"12509","EP/K031732/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",25,"Electrical+Engineering"
"12510","EP/K031732/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"12511","EP/K031732/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"12512","EP/D065747/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12513","EP/S016317/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12514","EP/G063826/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",50,"Electrical+Engineering"
"12515","EP/G063826/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"12516","EP/P029434/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",60,"Civil+eng.+%26+built+environment"
"12517","EP/P029434/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",40,"Energy"
"12518","EP/P029434/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12519","EP/P007600/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12520","EP/G000468/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",100,"Management+%26+Business+Studies"
"12521","EP/L018470/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",20,"Chemical+measurement"
"12522","EP/L018470/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",60,"Chemical+synthesis"
"12523","EP/L018470/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",20,"Optics%2C+photonics+%26+lasers"
"12524","EP/D061830/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12525","EP/P021042/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12526","EP/N034023/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12527","EP/E007902/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12528","EP/D07309X/2","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",25,"Atomic+%26+molecular+physics"
"12529","EP/D07309X/2","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",75,"Optics%2C+photonics+%26+lasers"
"12530","EP/F020910/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12531","EP/E01819X/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12532","EP/E01819X/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",40,"Chem.+React.+Dyn.+%26+mechanisms"
"12533","EP/E01819X/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",30,"Chemical+synthesis"
"12534","EP/F056710/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",20,"Energy"
"12535","EP/F056710/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"12536","EP/F056710/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",20,"Materials+Processing"
"12537","EP/F056710/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"12538","EP/K002473/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"12539","EP/E053319/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
